,Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Age,Race,Accent,Emotion,Intensity/Level
5674,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_ITS_DIS_XX.wav,1070_ITS_DIS_XX.wav,.wav,Crema_1070,I think I've seen this before,Male,25,African American,Not Hispanic,Disgust,Unspecified
5675,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_ITS_FEA_XX.wav,1070_ITS_FEA_XX.wav,.wav,Crema_1070,I think I've seen this before,Male,25,African American,Not Hispanic,Fear,Unspecified
5676,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_ITS_HAP_XX.wav,1070_ITS_HAP_XX.wav,.wav,Crema_1070,I think I've seen this before,Male,25,African American,Not Hispanic,Happy,Unspecified
5677,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_ITS_NEU_XX.wav,1070_ITS_NEU_XX.wav,.wav,Crema_1070,I think I've seen this before,Male,25,African American,Not Hispanic,Neutral,Unspecified
5678,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_ITS_SAD_XX.wav,1070_ITS_SAD_XX.wav,.wav,Crema_1070,I think I've seen this before,Male,25,African American,Not Hispanic,Sad,Unspecified
5679,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWL_ANG_XX.wav,1070_IWL_ANG_XX.wav,.wav,Crema_1070,I would like a new alarm clock,Male,25,African American,Not Hispanic,Anger,Unspecified
5680,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWL_DIS_XX.wav,1070_IWL_DIS_XX.wav,.wav,Crema_1070,I would like a new alarm clock,Male,25,African American,Not Hispanic,Disgust,Unspecified
5681,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWL_FEA_XX.wav,1070_IWL_FEA_XX.wav,.wav,Crema_1070,I would like a new alarm clock,Male,25,African American,Not Hispanic,Fear,Unspecified
5682,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWL_HAP_XX.wav,1070_IWL_HAP_XX.wav,.wav,Crema_1070,I would like a new alarm clock,Male,25,African American,Not Hispanic,Happy,Unspecified
5683,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWL_NEU_XX.wav,1070_IWL_NEU_XX.wav,.wav,Crema_1070,I would like a new alarm clock,Male,25,African American,Not Hispanic,Neutral,Unspecified
5684,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWL_SAD_XX.wav,1070_IWL_SAD_XX.wav,.wav,Crema_1070,I would like a new alarm clock,Male,25,African American,Not Hispanic,Sad,Unspecified
5685,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWW_ANG_XX.wav,1070_IWW_ANG_XX.wav,.wav,Crema_1070,I wonder what this is about,Male,25,African American,Not Hispanic,Anger,Unspecified
5686,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWW_DIS_XX.wav,1070_IWW_DIS_XX.wav,.wav,Crema_1070,I wonder what this is about,Male,25,African American,Not Hispanic,Disgust,Unspecified
5687,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWW_FEA_XX.wav,1070_IWW_FEA_XX.wav,.wav,Crema_1070,I wonder what this is about,Male,25,African American,Not Hispanic,Fear,Unspecified
5688,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWW_HAP_XX.wav,1070_IWW_HAP_XX.wav,.wav,Crema_1070,I wonder what this is about,Male,25,African American,Not Hispanic,Happy,Unspecified
5689,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWW_NEU_XX.wav,1070_IWW_NEU_XX.wav,.wav,Crema_1070,I wonder what this is about,Male,25,African American,Not Hispanic,Neutral,Unspecified
5690,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_IWW_SAD_XX.wav,1070_IWW_SAD_XX.wav,.wav,Crema_1070,I wonder what this is about,Male,25,African American,Not Hispanic,Sad,Unspecified
5691,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_MTI_ANG_XX.wav,1070_MTI_ANG_XX.wav,.wav,Crema_1070,Maybe tomorrow it will be cold,Male,25,African American,Not Hispanic,Anger,Unspecified
5692,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_MTI_DIS_XX.wav,1070_MTI_DIS_XX.wav,.wav,Crema_1070,Maybe tomorrow it will be cold,Male,25,African American,Not Hispanic,Disgust,Unspecified
5693,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_MTI_FEA_XX.wav,1070_MTI_FEA_XX.wav,.wav,Crema_1070,Maybe tomorrow it will be cold,Male,25,African American,Not Hispanic,Fear,Unspecified
5694,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_MTI_HAP_XX.wav,1070_MTI_HAP_XX.wav,.wav,Crema_1070,Maybe tomorrow it will be cold,Male,25,African American,Not Hispanic,Happy,Unspecified
5695,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_MTI_NEU_XX.wav,1070_MTI_NEU_XX.wav,.wav,Crema_1070,Maybe tomorrow it will be cold,Male,25,African American,Not Hispanic,Neutral,Unspecified
5696,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_MTI_SAD_XX.wav,1070_MTI_SAD_XX.wav,.wav,Crema_1070,Maybe tomorrow it will be cold,Male,25,African American,Not Hispanic,Sad,Unspecified
5697,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TAI_ANG_XX.wav,1070_TAI_ANG_XX.wav,.wav,Crema_1070,The airplane is almost full,Male,25,African American,Not Hispanic,Anger,Unspecified
5698,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TAI_DIS_XX.wav,1070_TAI_DIS_XX.wav,.wav,Crema_1070,The airplane is almost full,Male,25,African American,Not Hispanic,Disgust,Unspecified
5699,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TAI_FEA_XX.wav,1070_TAI_FEA_XX.wav,.wav,Crema_1070,The airplane is almost full,Male,25,African American,Not Hispanic,Fear,Unspecified
5700,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TAI_HAP_XX.wav,1070_TAI_HAP_XX.wav,.wav,Crema_1070,The airplane is almost full,Male,25,African American,Not Hispanic,Happy,Unspecified
5701,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TAI_NEU_XX.wav,1070_TAI_NEU_XX.wav,.wav,Crema_1070,The airplane is almost full,Male,25,African American,Not Hispanic,Neutral,Unspecified
5702,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TAI_SAD_XX.wav,1070_TAI_SAD_XX.wav,.wav,Crema_1070,The airplane is almost full,Male,25,African American,Not Hispanic,Sad,Unspecified
5703,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TIE_ANG_XX.wav,1070_TIE_ANG_XX.wav,.wav,Crema_1070,That is exactly what happened,Male,25,African American,Not Hispanic,Anger,Unspecified
5704,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TIE_DIS_XX.wav,1070_TIE_DIS_XX.wav,.wav,Crema_1070,That is exactly what happened,Male,25,African American,Not Hispanic,Disgust,Unspecified
5705,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TIE_FEA_XX.wav,1070_TIE_FEA_XX.wav,.wav,Crema_1070,That is exactly what happened,Male,25,African American,Not Hispanic,Fear,Unspecified
5706,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TIE_HAP_XX.wav,1070_TIE_HAP_XX.wav,.wav,Crema_1070,That is exactly what happened,Male,25,African American,Not Hispanic,Happy,Unspecified
5707,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TIE_NEU_XX.wav,1070_TIE_NEU_XX.wav,.wav,Crema_1070,That is exactly what happened,Male,25,African American,Not Hispanic,Neutral,Unspecified
5708,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TIE_SAD_XX.wav,1070_TIE_SAD_XX.wav,.wav,Crema_1070,That is exactly what happened,Male,25,African American,Not Hispanic,Sad,Unspecified
5709,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TSI_ANG_XX.wav,1070_TSI_ANG_XX.wav,.wav,Crema_1070,The surface is slick,Male,25,African American,Not Hispanic,Anger,Unspecified
5710,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TSI_DIS_XX.wav,1070_TSI_DIS_XX.wav,.wav,Crema_1070,The surface is slick,Male,25,African American,Not Hispanic,Disgust,Unspecified
5711,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TSI_FEA_XX.wav,1070_TSI_FEA_XX.wav,.wav,Crema_1070,The surface is slick,Male,25,African American,Not Hispanic,Fear,Unspecified
5712,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TSI_HAP_XX.wav,1070_TSI_HAP_XX.wav,.wav,Crema_1070,The surface is slick,Male,25,African American,Not Hispanic,Happy,Unspecified
5713,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TSI_NEU_XX.wav,1070_TSI_NEU_XX.wav,.wav,Crema_1070,The surface is slick,Male,25,African American,Not Hispanic,Neutral,Unspecified
5714,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_TSI_SAD_XX.wav,1070_TSI_SAD_XX.wav,.wav,Crema_1070,The surface is slick,Male,25,African American,Not Hispanic,Sad,Unspecified
5715,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_WSI_ANG_XX.wav,1070_WSI_ANG_XX.wav,.wav,Crema_1070,We'll stop in a couple of minutes,Male,25,African American,Not Hispanic,Anger,Unspecified
5716,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_WSI_DIS_XX.wav,1070_WSI_DIS_XX.wav,.wav,Crema_1070,We'll stop in a couple of minutes,Male,25,African American,Not Hispanic,Disgust,Unspecified
5717,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_WSI_FEA_XX.wav,1070_WSI_FEA_XX.wav,.wav,Crema_1070,We'll stop in a couple of minutes,Male,25,African American,Not Hispanic,Fear,Unspecified
5718,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_WSI_HAP_XX.wav,1070_WSI_HAP_XX.wav,.wav,Crema_1070,We'll stop in a couple of minutes,Male,25,African American,Not Hispanic,Happy,Unspecified
5719,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_WSI_NEU_XX.wav,1070_WSI_NEU_XX.wav,.wav,Crema_1070,We'll stop in a couple of minutes,Male,25,African American,Not Hispanic,Neutral,Unspecified
5720,,CREMA-D,./data/CREMA-D-master\AudioWAV\1070_WSI_SAD_XX.wav,1070_WSI_SAD_XX.wav,.wav,Crema_1070,We'll stop in a couple of minutes,Male,25,African American,Not Hispanic,Sad,Unspecified
5721,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_DFA_ANG_XX.wav,1071_DFA_ANG_XX.wav,.wav,Crema_1071,Don't forget a jacket,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5722,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_DFA_DIS_XX.wav,1071_DFA_DIS_XX.wav,.wav,Crema_1071,Don't forget a jacket,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5723,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_DFA_FEA_XX.wav,1071_DFA_FEA_XX.wav,.wav,Crema_1071,Don't forget a jacket,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5724,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_DFA_HAP_XX.wav,1071_DFA_HAP_XX.wav,.wav,Crema_1071,Don't forget a jacket,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5725,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_DFA_NEU_XX.wav,1071_DFA_NEU_XX.wav,.wav,Crema_1071,Don't forget a jacket,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5726,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_DFA_SAD_XX.wav,1071_DFA_SAD_XX.wav,.wav,Crema_1071,Don't forget a jacket,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
5727,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_ANG_HI.wav,1071_IEO_ANG_HI.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Anger,High
5728,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_ANG_LO.wav,1071_IEO_ANG_LO.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Anger,Low
5729,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_ANG_MD.wav,1071_IEO_ANG_MD.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Anger,Medium
5730,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_DIS_HI.wav,1071_IEO_DIS_HI.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Disgust,High
5731,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_DIS_LO.wav,1071_IEO_DIS_LO.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Disgust,Low
5732,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_DIS_MD.wav,1071_IEO_DIS_MD.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Disgust,Medium
5733,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_FEA_HI.wav,1071_IEO_FEA_HI.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Fear,High
5734,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_FEA_LO.wav,1071_IEO_FEA_LO.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Fear,Low
5735,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_FEA_MD.wav,1071_IEO_FEA_MD.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Fear,Medium
5736,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_HAP_HI.wav,1071_IEO_HAP_HI.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Happy,High
5737,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_HAP_LO.wav,1071_IEO_HAP_LO.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Happy,Low
5738,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_HAP_MD.wav,1071_IEO_HAP_MD.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Happy,Medium
5739,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_NEU_XX.wav,1071_IEO_NEU_XX.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5740,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_SAD_HI.wav,1071_IEO_SAD_HI.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Sad,High
5741,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_SAD_LO.wav,1071_IEO_SAD_LO.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Sad,Low
5742,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IEO_SAD_MD.wav,1071_IEO_SAD_MD.wav,.wav,Crema_1071,It's eleven o'clock,Male,41,Caucasian,Not Hispanic,Sad,Medium
5743,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IOM_ANG_XX.wav,1071_IOM_ANG_XX.wav,.wav,Crema_1071,I'm on my way to the meeting,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5744,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IOM_DIS_XX.wav,1071_IOM_DIS_XX.wav,.wav,Crema_1071,I'm on my way to the meeting,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5745,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IOM_FEA_XX.wav,1071_IOM_FEA_XX.wav,.wav,Crema_1071,I'm on my way to the meeting,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5746,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IOM_HAP_XX.wav,1071_IOM_HAP_XX.wav,.wav,Crema_1071,I'm on my way to the meeting,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5747,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IOM_NEU_XX.wav,1071_IOM_NEU_XX.wav,.wav,Crema_1071,I'm on my way to the meeting,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5748,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IOM_SAD_XX.wav,1071_IOM_SAD_XX.wav,.wav,Crema_1071,I'm on my way to the meeting,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
5749,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITH_ANG_XX.wav,1071_ITH_ANG_XX.wav,.wav,Crema_1071,I think I have a doctor's appointment,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5750,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITH_DIS_XX.wav,1071_ITH_DIS_XX.wav,.wav,Crema_1071,I think I have a doctor's appointment,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5751,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITH_FEA_XX.wav,1071_ITH_FEA_XX.wav,.wav,Crema_1071,I think I have a doctor's appointment,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5752,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITH_HAP_XX.wav,1071_ITH_HAP_XX.wav,.wav,Crema_1071,I think I have a doctor's appointment,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5753,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITH_NEU_XX.wav,1071_ITH_NEU_XX.wav,.wav,Crema_1071,I think I have a doctor's appointment,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5754,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITH_SAD_XX.wav,1071_ITH_SAD_XX.wav,.wav,Crema_1071,I think I have a doctor's appointment,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
5755,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITS_ANG_XX.wav,1071_ITS_ANG_XX.wav,.wav,Crema_1071,I think I've seen this before,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5756,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITS_DIS_XX.wav,1071_ITS_DIS_XX.wav,.wav,Crema_1071,I think I've seen this before,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5757,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITS_FEA_XX.wav,1071_ITS_FEA_XX.wav,.wav,Crema_1071,I think I've seen this before,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5758,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITS_HAP_XX.wav,1071_ITS_HAP_XX.wav,.wav,Crema_1071,I think I've seen this before,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5759,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITS_NEU_XX.wav,1071_ITS_NEU_XX.wav,.wav,Crema_1071,I think I've seen this before,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5760,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_ITS_SAD_XX.wav,1071_ITS_SAD_XX.wav,.wav,Crema_1071,I think I've seen this before,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
5761,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWL_ANG_XX.wav,1071_IWL_ANG_XX.wav,.wav,Crema_1071,I would like a new alarm clock,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5762,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWL_DIS_XX.wav,1071_IWL_DIS_XX.wav,.wav,Crema_1071,I would like a new alarm clock,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5763,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWL_FEA_XX.wav,1071_IWL_FEA_XX.wav,.wav,Crema_1071,I would like a new alarm clock,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5764,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWL_HAP_XX.wav,1071_IWL_HAP_XX.wav,.wav,Crema_1071,I would like a new alarm clock,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5765,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWL_NEU_XX.wav,1071_IWL_NEU_XX.wav,.wav,Crema_1071,I would like a new alarm clock,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5766,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWL_SAD_XX.wav,1071_IWL_SAD_XX.wav,.wav,Crema_1071,I would like a new alarm clock,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
5767,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWW_ANG_XX.wav,1071_IWW_ANG_XX.wav,.wav,Crema_1071,I wonder what this is about,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5768,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWW_DIS_XX.wav,1071_IWW_DIS_XX.wav,.wav,Crema_1071,I wonder what this is about,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5769,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWW_FEA_XX.wav,1071_IWW_FEA_XX.wav,.wav,Crema_1071,I wonder what this is about,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5770,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWW_HAP_XX.wav,1071_IWW_HAP_XX.wav,.wav,Crema_1071,I wonder what this is about,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5771,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWW_NEU_XX.wav,1071_IWW_NEU_XX.wav,.wav,Crema_1071,I wonder what this is about,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5772,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_IWW_SAD_XX.wav,1071_IWW_SAD_XX.wav,.wav,Crema_1071,I wonder what this is about,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
5773,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_MTI_ANG_XX.wav,1071_MTI_ANG_XX.wav,.wav,Crema_1071,Maybe tomorrow it will be cold,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5774,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_MTI_DIS_XX.wav,1071_MTI_DIS_XX.wav,.wav,Crema_1071,Maybe tomorrow it will be cold,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5775,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_MTI_FEA_XX.wav,1071_MTI_FEA_XX.wav,.wav,Crema_1071,Maybe tomorrow it will be cold,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5776,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_MTI_HAP_XX.wav,1071_MTI_HAP_XX.wav,.wav,Crema_1071,Maybe tomorrow it will be cold,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5777,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_MTI_NEU_XX.wav,1071_MTI_NEU_XX.wav,.wav,Crema_1071,Maybe tomorrow it will be cold,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5778,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_MTI_SAD_XX.wav,1071_MTI_SAD_XX.wav,.wav,Crema_1071,Maybe tomorrow it will be cold,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
5779,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TAI_ANG_XX.wav,1071_TAI_ANG_XX.wav,.wav,Crema_1071,The airplane is almost full,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5780,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TAI_DIS_XX.wav,1071_TAI_DIS_XX.wav,.wav,Crema_1071,The airplane is almost full,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5781,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TAI_FEA_XX.wav,1071_TAI_FEA_XX.wav,.wav,Crema_1071,The airplane is almost full,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5782,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TAI_HAP_XX.wav,1071_TAI_HAP_XX.wav,.wav,Crema_1071,The airplane is almost full,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5783,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TAI_NEU_XX.wav,1071_TAI_NEU_XX.wav,.wav,Crema_1071,The airplane is almost full,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5784,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TAI_SAD_XX.wav,1071_TAI_SAD_XX.wav,.wav,Crema_1071,The airplane is almost full,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
5785,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TIE_ANG_XX.wav,1071_TIE_ANG_XX.wav,.wav,Crema_1071,That is exactly what happened,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5786,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TIE_DIS_XX.wav,1071_TIE_DIS_XX.wav,.wav,Crema_1071,That is exactly what happened,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5787,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TIE_FEA_XX.wav,1071_TIE_FEA_XX.wav,.wav,Crema_1071,That is exactly what happened,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5788,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TIE_HAP_XX.wav,1071_TIE_HAP_XX.wav,.wav,Crema_1071,That is exactly what happened,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5789,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TIE_NEU_XX.wav,1071_TIE_NEU_XX.wav,.wav,Crema_1071,That is exactly what happened,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5790,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TIE_SAD_XX.wav,1071_TIE_SAD_XX.wav,.wav,Crema_1071,That is exactly what happened,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
5791,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TSI_ANG_XX.wav,1071_TSI_ANG_XX.wav,.wav,Crema_1071,The surface is slick,Male,41,Caucasian,Not Hispanic,Anger,Unspecified
5792,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TSI_DIS_XX.wav,1071_TSI_DIS_XX.wav,.wav,Crema_1071,The surface is slick,Male,41,Caucasian,Not Hispanic,Disgust,Unspecified
5793,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TSI_FEA_XX.wav,1071_TSI_FEA_XX.wav,.wav,Crema_1071,The surface is slick,Male,41,Caucasian,Not Hispanic,Fear,Unspecified
5794,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TSI_HAP_XX.wav,1071_TSI_HAP_XX.wav,.wav,Crema_1071,The surface is slick,Male,41,Caucasian,Not Hispanic,Happy,Unspecified
5795,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TSI_NEU_XX.wav,1071_TSI_NEU_XX.wav,.wav,Crema_1071,The surface is slick,Male,41,Caucasian,Not Hispanic,Neutral,Unspecified
5796,,CREMA-D,./data/CREMA-D-master\AudioWAV\1071_TSI_SAD_XX.wav,1071_TSI_SAD_XX.wav,.wav,Crema_1071,The surface is slick,Male,41,Caucasian,Not Hispanic,Sad,Unspecified
